"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","O modelo total de endereço deve ser extendido de Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","O acordo de pagamento ""%s"" foi cancelado."
"The billing agreement ""%s"" has been created.","O acordo de pagamento ""%s"" foi criado."
"The coupon code has been accepted.","O código do cupom foi aceito."
"The message has been sent.","A mensagem foi enviada."
"The message was sent.","A mensagem foi enviada."
"The order email has been sent.","O e-mail do pedido foi enviado."
"The order has been cancelled.","O pedido foi cancelado."
"The order has been created.","O pedido foi criado."
"The order has been put on hold.","O pedido foi colocado em processamento."
"The order has been released from holding status.","O pedido foi liberado do status de processamento."
"The order has not been cancelled.","O pedido não foi cancelado."
"The order was not put on hold.","O pedido não foi colocado em processamento."
"The order was not unheld.","O pedido não foi retirado do processamento."
"The order was placed using %s","O pedido foi confirmado usando %s"
"The order(s) cannot be canceled","O(s) pedido(s) não pode ser cancelado"
"The payment has been accepted.","O pagamento foi aceito."
"The payment has been denied.","O pagamento foi negado."
"The payment has been voided.","O pagamento foi anulado."
"The profile has been updated.","O perfil foi atualizado."
"The profile has no changes.","O perfil não possui modificações."
"The profile state has been updated.","O estado do perfil foi atualizado."
"The requested Payment Method is not available.","O método de pagamento solicitado não está disponível."
"The transaction ""%s"" (%s) is already closed.","A transação ""%s"" (%s) já está fechada."
"The transaction ""%s"" cannot be captured yet.","A transação ""%s"" não pode ser capturada ainda."
"There are no billing agreements yet.","Não existe acordo de pagamento ainda."
"There are no printable documents related to selected orders.","Não existem documentos que possam ser impressos relacionados ao pedido selecionado."
"There is no need to approve this payment.","Não é preciso aprovar este pagamento."
"There is no need to deny this payment.","Não é preciso negar este pagamento."
"There is no update for the payment.","Não existe atualização para o pagamento."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","Esta mensagem será exibida no carrinho de compras quando o subtotal após o desconto é menor que o mínimo permitido."
"This operation requires an existing transaction object.","Esta operação requer um objeto de transação existente."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","Este pedido contém (%s) itens e então não pode ser editado através da interface do admin neste momento, se você deseja continuar editando os (%s) itens serão excluídos, o pedido será cancelado e um novo pedido será confirmado."
"This order no longer exists.","Este pedido não existe mais."
"This profile state cannot be changed to ""%s"".","Este estado do perfil não pode ser alterado para ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","Isto irá criar um reembolso offline. Para criar um reembolso online, abra uma pagamento e crie reembolso para isto. Você deseja prosseguir?"
"Tier Pricing","Preço diferenciado"
"Title","Título"
"To","Para"
"To Name","Nome o nome"
"To:","Para:"
"Total","Total"
"Total %d product(s)","Total %d produto(s)"
"Total (ex)","Total (extra)"
"Total (inc)","Total (incorporado)"
"Total Due","Total devido"
"Total Invoiced","Total faturado"
"Total Invoiced Paid","Total faturado paga"
"Total Invoiced VS Paid Report","Total faturado vs. Relatório de pagamento"
"Total Invoiced not Paid","Total faturado não paga"
"Total Ordered Report","Relatório total do pedido"
"Total Paid","Total pago"
"Total Qty","Quantidade total"
"Total Refund","Total do reembolso"
"Total Refunded","Total reembolsado"
"Total Refunded Report","Relatório total do reembolso"
"Total Sales Shipping","Envio total de vendas"
"Total Shipped Report","Relatório total de envio"
"Total Shipping","Total enviado"
"Total Shipping Charges","Custo total de envio"
"Total Tax","Total de impostos"
"Track Order","Rastrear pedido"
"Track This Shipment","Rastrear essa postagem"
"Track Your Order","Rastrear seu pedido"
"Track all shipment(s)","Rastrear todas postagesns"
"Track all shipments","Rastrear todas postagens"
"Tracking","Rastreamento"
"Tracking Number","Número de rastreamento"
"Tracking Number(s):","Número(s) de rastreamento(s):"
"Transaction ""%s"" was already processed.","Transação ""%s"" já foi processada."
"Transaction ID","ID da transação"
"Transaction ID must not be empty.","ID da transação não deve ser vazia."
"Transaction ID: ""%s"".","ID da transação: ""%s""."
"Transaction Type","Tipo da transação"
"Transactions","Transações"
"Trial ","TRIAL "
"Trial Payment","Pagamento do TRIAL"
"Trial Period","Período do TRIAL"
"Trial period payment","Pagamento do período do TRIAL"
"Unhold","Retirar do processamento"
"Unhold action is not available.","Ação de retirar do processamento não está disponível."
"Unhold order","Liberar pedido"
"Unknown State","Estado desconhecido"
"Unknown Status","Status desconhecido"
"Unsupported transaction type ""%s"".","Tipo de transação ""%s"" não suportado."
"Update Changes","Atualizar mudanças"
"Update Items and Qty\'s","Atualizar itens e quantidades"
"Update Qty\'s","Atualizar quantidades"
"Updated At","Atualizado em"
"Updated:","Atualizado:"
"Use Aggregated Data (beta)","Usar dados agregados (beta)"
"Validate Each Address Separately in Multi-address Checkout","Validar cada endereço separadamente na finalização de compra com multi-endereço"
"Value","Value"
"View","Visualizar"
"View All","Ver tudo"
"View Order","Ver pedido"
"Visible on Frontend","Visível no frontend"
"Void","Anular"
"Void invoice","Anular pagamento"
"Voided authorization.","Autorização anulada."
"Website","Website"
"Whether buyer can define the date when billing for the profile begins.","Se comprador pode definir a data quando cobrança para o perfil começar."
"Wishlist","Lista de desejos"
"Wrong billing agreement ID specified.","ID do acordo de pagamento especificado incorreto."
"Wrong state: ""%s"".","Estado incorreto: ""%s""."
"Yes","Sim"
"You have placed no orders.","Você não fez nenhum pedido."
"You will be redirected to the payment system website.","Você será redirecionado para o website do sistema de pagamento."
"Your credit card will be charged for","Seu cartão de crédito será cobrado"
"ZIP/Post Code","CEP"
"the credit memo email is not sent","o e-mail do reembolso não foi enviado"
"the credit memo email was sent","o e-mail do reembolso foi enviado"
"the invoice email is not sent","o e-mail do pagamento não foi enviado"
"the invoice email was sent","o e-mail do pagamento foi enviado"
"the order confirmation email is not sent","o e-mail de confirmação do pedido não foi enviado"
"the order confirmation email was sent","o e-mail de confirmação do pedido foi enviado"
"the shipment email is not sent","o e-mail da postagem não foi enviado"
"the shipment email was sent","o e-mail da postagem foi enviado"
"There are no recurring profiles yet.","Ainda não há perfis recorrentes."
"Order Statuses","Status de Pedidos"
